Ranking;logo;University;Country;Score
219;www.https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg;Universidade Estadual de Campinas (Unicamp);Latin America;41.3
220;www.https://www.topuniversities.com/sites/default/files/radboud-university_452_small.jpg;Radboud University ;Europe;41.1
221;www.https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg;Vrije Universiteit Brussel (VUB);Europe;41
222;www.https://www.topuniversities.com/sites/default/files/university-of-notre-dame_458_small.jpg;University of Notre Dame;North America;40.9
223;www.https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg;Complutense University of Madrid;Europe;40.8
224;www.https://www.topuniversities.com/sites/default/files/qatar-university_2537_small.jpg;Qatar University;Asia;40.7
225;www.https://www.topuniversities.com/sites/default/files/wuhan-university_889_small.jpg;Wuhan University;Asia;40.4
226;www.https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg;Rheinische Friedrich-Wilhelms-Universität Bonn;Europe;40.3
226;www.https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg;University of Cape Town;Africa;40.3
226;www.https://www.topuniversities.com/sites/default/files/university-of-sussex_592560cf2aeae70239af4ccd_small.jpg;University of Sussex;Europe;40.3
226;www.https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg;University of Virginia;North America;40.3
230;www.https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_small.jpg;University of Ottawa;North America;40.2
231;www.https://www.topuniversities.com/sites/default/files/loughborough-university_592560cf2aeae70239af4bf3_small.jpg;Loughborough University;Europe;40.1
232;www.https://www.topuniversities.com/sites/default/files/university-of-california-irvine_86_small.jpg;University of California, Irvine;North America;40
233;www.https://www.topuniversities.com/sites/default/files/maastricht-university_377_small.jpg;Maastricht University ;Europe;39.8
233;www.https://www.topuniversities.com/sites/default/files/university-of-antwerp_21_small.jpg;University of Antwerp;Europe;39.8
235;www.https://www.topuniversities.com/sites/default/files/university-of-calgary_592560cf2aeae70239af4ad5_small.jpg;University of Calgary;North America;39.7
236;www.https://www.topuniversities.com/sites/default/files/harbin-institute-of-technology_877_small.jpg;Harbin Institute of Technology;Asia;39.6
236;www.https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg;Universidad de los Andes;Latin America;39.6
236;www.https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg;University of Leicester;Europe;39.6
236;www.https://www.topuniversities.com/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_small.jpg;Victoria University of Wellington;Oceania;39.6
240;www.https://www.topuniversities.com/sites/default/files/queens-university-at-kingston_513_small.jpg;Queen's University at Kingston;North America;39.5
240;www.https://www.topuniversities.com/sites/default/files/usi-universit-della-svizzera-italiana_592560cf2aeae70239af50ca_small.jpg;USI - Università della Svizzera italiana;Europe;39.5
242;www.https://www.topuniversities.com/sites/default/files/american-university-of-beirut-aub_780_small.jpg;American University of Beirut (AUB);Asia;39.2
242;www.https://www.topuniversities.com/sites/default/files/saint-petersburg-state-university_592560cf2aeae70239af4cc0_small.jpg;Saint Petersburg State University;Europe;39.2
242;www.https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg;Università di Padova;Europe;39.2
245;www.https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg;Ecole des Ponts ParisTech;Europe;39.1
246;www.https://www.topuniversities.com/sites/default/files/novosibirsk-state-university_462_small.jpg;Novosibirsk State University;Europe;38.8
246;www.https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg;University of Massachusetts Amherst;North America;38.8
248;www.https://www.topuniversities.com/sites/default/files/georgetown-university_224_small.jpg;Georgetown University;North America;38.7
248;www.https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_small.jpg;Universitat Pompeu Fabra (Barcelona);Europe;38.7
250;www.https://www.topuniversities.com/sites/default/files/universiti-brunei-darussalam-ubd_22212_small.jpg;Universiti Brunei Darussalam (UBD);Asia;38.6
251;www.https://www.topuniversities.com/sites/default/files/university-of-colorado-boulder_137_small.jpg;University of Colorado Boulder;North America;38.5
252;www.https://www.topuniversities.com/sites/default/files/national-cheng-kung-university-ncku_435_small.jpg;National Cheng Kung University (NCKU);Asia;38.4
252;www.https://www.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg;Yeshiva University;North America;38.4
254;www.https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_small.jpg;Gadjah Mada University;Asia;38.3
255;www.https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-madras-iitm_286_small.jpg;Indian Institute of Technology Madras (IITM);Asia;38.1
255;www.https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg;Mahidol University;Asia;38.1
255;www.https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg;Tel Aviv University;Asia;38.1
258;www.https://www.topuniversities.com/sites/default/files/national-university-of-ireland-galway_220_small.jpg;National University of Ireland Galway;Europe;37.6
258;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg;Universidad Nacional de Colombia;Latin America;37.6
258;www.https://www.topuniversities.com/sites/default/files/university-of-canterbury_97_small.jpg;University of Canterbury | Te Whare Wānanga o Waitaha;Oceania;37.7
260;www.https://www.topuniversities.com/sites/default/files/sun-yat-sen-university_888_small.jpg;Sun Yat-sen University;Asia;37.4
261;www.https://www.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg;Sciences Po ;Europe;37.3
261;www.https://www.topuniversities.com/sites/default/files/universit-de-paris_5ddd0e075c52f3703747e454_small.jpg;Université de Paris;Europe;37.3
264;www.https://www.topuniversities.com/sites/default/files/kyung-hee-university_592560cf2aeae70239af4bcd_small.jpg;Kyung Hee University;Asia;37.2
264;www.https://www.topuniversities.com/sites/default/files/rutgers-university-new-brunswick_538_small.jpg;Rutgers University–New Brunswick;North America;37.2
266;www.https://www.topuniversities.com/sites/default/files/charles-university_117_small.jpg;Charles University;Europe;37.1
266;www.https://www.topuniversities.com/sites/default/files/university-of-navarra_592560cf2aeae70239af4c40_small.jpg;University of Navarra;Europe;37.1
268;www.https://www.topuniversities.com/sites/default/files/national-yang-ming-chiao-tung-university_6018cedc5c52f3687b1e0ed2_small.jpg;National Yang Ming Chiao Tung University;Asia;36.9
268;www.https://www.topuniversities.com/sites/default/files/the-university-of-arizona_26_small.jpg;The University of Arizona;North America;36.9
269;www.https://www.topuniversities.com/sites/default/files/technische-universitt-darmstadt_628_small.jpg;Technical University of Darmstadt;Europe;36.9
270;www.https://www.topuniversities.com/sites/default/files/beijing-normal-university_869_small.jpg;Beijing Normal University ;Asia;36.7
270;www.https://www.topuniversities.com/sites/default/files/heriot-watt-university_592560cf2aeae70239af4d5f_small.jpg;Heriot-Watt University;Europe;36.7
272;www.https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg;Dalhousie University;North America;36.6
272;www.https://www.topuniversities.com/sites/default/files/tomsk-state-university_616_small.jpg;Tomsk State University;Europe;36.6
272;www.https://www.topuniversities.com/sites/default/files/university-of-surrey_584_small.jpg;University of Surrey;Europe;36.6
275;www.https://www.topuniversities.com/sites/default/files/southern-university-of-science-and-technology-sustech_5963564fca24f34bfa1fd83a_small.jpg;Southern University of Science and Technology;Asia;36.5
275;www.https://www.topuniversities.com/sites/default/files/tufts-university_630_small.jpg;Tufts University;North America;36.5
277;www.https://www.topuniversities.com/sites/default/files/graz-university-of-technology_1239_small.jpg;Graz University of Technology;Europe;36.4
277;www.https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kanpur-iitk_592560cf2aeae70239af4ba5_small.jpg;Indian Institute of Technology Kanpur (IITK);Asia;36.4
277;www.https://www.topuniversities.com/sites/default/files/king-saud-university_1175_small.jpg;King Saud University;Asia;36.4
280;www.https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kharagpur-iit-kgp_285_small.jpg;Indian Institute of Technology Kharagpur (IIT-KGP);Asia;36.3
281;www.https://www.topuniversities.com/sites/default/files/bauman-moscow-state-technical-university_592560cf2aeae70239af505c_small.jpg;Bauman Moscow State Technical University;Europe;36.2
281;www.https://www.topuniversities.com/sites/default/files/universitt-innsbruck_592560cf2aeae70239af4ba7_small.jpg;Universität Innsbruck;Europe;36.2
283;www.https://www.topuniversities.com/sites/default/files/download-48x48.png;Deakin University;Oceania;36.1
284;www.https://www.topuniversities.com/sites/default/files/massey-university_395_small.jpg;Massey University;Oceania;35.9
285;www.https://www.topuniversities.com/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_small.jpg;University of Illinois at Chicago (UIC);North America;35.6
285;www.https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg;University of Tsukuba;Asia;35.6
287;www.https://www.topuniversities.com/sites/default/files/hong-kong-baptist-university_893_small.jpg;Hong Kong Baptist University;Asia;35.5
288;www.https://www.topuniversities.com/sites/default/files/united-arab-emirates-university_778_small.jpg;United Arab Emirates University;Asia;35.4
290;www.https://www.topuniversities.com/sites/default/files/griffith-university_242_small.jpg;Griffith University;Oceania;35.1
290;www.https://www.topuniversities.com/sites/default/files/moscow-institute-of-physics-and-technology-mipt-moscow-phystech_15270_small.jpg;Moscow Institute of Physics and Technology (MIPT / Moscow Phystech);Europe;35.1
290;www.https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_small.jpg;Universitas Indonesia;Asia;35.1
290;www.https://www.topuniversities.com/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg;Université Paris 1 Panthéon-Sorbonne ;Europe;35.1
290;www.https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_small.jpg;Xi’an Jiaotong University;Asia;35.1
295;www.https://www.topuniversities.com/sites/default/files/belarusian-state-university_14128_small.jpg;Belarusian State University;Europe;34.9
295;www.https://www.topuniversities.com/sites/default/files/university-of-porto_760_small.jpg;University of Porto;Europe;34.9
295;www.https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg;University of Turku;Europe;34.9
298;www.https://www.topuniversities.com/sites/default/files/simon-fraser-university_562_small.jpg;Simon Fraser University;North America;34.8
298;www.https://www.topuniversities.com/sites/default/files/university-college-cork_142_small.jpg;University College Cork;Europe;34.8
300;www.https://www.topuniversities.com/sites/default/files/north-carolina-state-university_592560cf2aeae70239af4c2a_small.jpg;North Carolina State University;North America;34.7
